"","Acinar_cells","Ductal_terminal_ductal_like","Ductal_CRISP3_high-centroacinar_like","Cancer_clone_A","Ductal_MHC_Class_II","Cancer_clone_B","mDCs_A","Ductal_APOL1_high-hypoxic","Tuft_cells","mDCs_B","pDCs","Endocrine_cells","Endothelial_cells","Macrophages_A","Mast_cells","Macrophages_B","T_cells_&_NK_cells","Monocytes","RBCs","Fibroblasts"
"COL5A1",0,0,0,0,0,0.196771896267298,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3912843365316
"COL5A2",0,0,0.0961808204582843,0.120809143635923,0.10096018398983,0.231899650585766,0,0,0,0,0,0,0.511655455336122,0,0,0,0,0,0,1.27368231368545
"COL6A2",0,0.102269276452009,0.106163842542259,0.209824173805314,0.0853051845211116,1.09115528458002,0,0,0,0,0,0,1.02592967405726,0,0,0,0,0,0,0.891495898491727
"COL6A3",0,0.107178606998525,0,0,0,0.107163930273099,0,0,0,0,0,0,0,0,0,0,0.569246710750568,0,0,0.847711549319259
"CORO2B",0,0.0951230987999866,0.189242745180703,0.141793425313035,0.153285872651194,0,0,0.112527678459427,1.12897005125738,0,0,0,0,0,0,0,0,0,0,0
"COX6A1",0.471884858743337,1.01878776988909,0.964924768933227,0.977499306828631,1.01387422975531,1.01562511668744,0.985567994332143,0.920143936421414,1.08999817234024,1.05714816875135,1.11380644598979,0.702555021732231,1.06645735180289,0.920041722194435,0.543302880413715,0.93118839562879,1.25012461139022,0.618807621305748,0.415816151082969,1.08340682181604
"CPA1",0.407750658399525,0.133814359462332,0.136816102081225,0.183251728100937,0.136837278425358,0.172410002017372,0.369096204151724,0.168199550048766,0,0,0,0,0,0,0,0.438368726417513,0.354987544874799,0,0,0
"CPA2",1.04296682321244,0,0,0,0.100850310459258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CPA3",0.240569751019595,0,0.0630780530633728,0,0,0,0,0.154351748518767,0,0,0,0,0,0,0.2795876105259,0,0,0,0,0
"CPA5",1.03400186999709,0,0.047835994350138,0,0,0,0,0,0,0,0.472118968136533,0,0,0,0,0,0.33882930751221,0,0,0
"CPB1",0.361499580792495,0.232847705673792,0.256458463204617,0.22658707988472,0.29534632574531,0.171724497833048,0.302549616930133,0.225774474157275,0.691678753412192,0,0,0.702555021732231,0.427044024768282,0.27774880609744,0.482998802674817,0,0.3504252215493,0,0,0
"CPLX2",0,0,0,0,0,0,0,0,0,0,0,0.702555021732231,0,0,0,0,0,0,0,0
"CPM",0,1.02356918145748,1.01230831608542,0.304830665936461,1.06411344755734,0.262338828354402,0.35714843845193,1.06559354112244,0.280815140027613,0.963396514791778,0.508709597826132,0,0.54161207338232,0.90549304181609,0.782547911501935,0.90314651040984,0.289584674850724,0.853115521288993,0,0
"CR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.306347021896469,0,0.479789967041798,0,0.851249353313493,0,0
"CRABP2",0,0.24631450383364,0.1455350139896,0.411317925996908,0.134717151330548,1.08646935563652,0,0.257839932039505,0,0,0,0,0.64797659462273,0,0,0,0,0,0,1.00068317333564
"CRISP3",0.492199108486508,1.01430364209086,0.72936961910262,0.543711313976592,0.988201632646564,0.442391898459707,0.486540257152074,1.07558222059055,0.800647395172101,0.321678118091805,0,0,0,0.410147824451355,0,0.438368726417513,0.428644719143223,0.87189764198492,0.567580818484141,0
"CRP",0,0.571714843123228,1.01166403807125,0.283804943270526,1.06401642990532,0,0.369096204151724,0.736140260882474,0,0,0,0,0,0,0,0,0,0.496717864272576,0.620608707091899,0
"CRYBB1",0,0,0,0,0,0,0.526494536916879,0,0,0,0,0,0,0.371811538037329,0,0,0,0,0,0
"CSF1R",0,0.0714479480393827,0.0722112831914356,0,0,0,1.17234861111259,0,0,1.00716775426487,0,0,0,1.06952282407311,0,1.23934659589271,0.354987544874799,0.853994583389808,0,0
"CST1",0,0.902035687611751,0.115377030772136,0.447322545808207,0.647698783801617,0.3036310498178,0,0.461547719264667,0.324594552343098,0,0,0,0,0,0,0,0,0.452673129659977,0,0
"CST2",0,0.869957759868911,0.111658783731037,0.450698928352482,0.57394829076656,0.314388843077168,0,0.423003025624677,0.272675736404473,0,0.508709597826132,0,0,0,0,0,0,0.51782895979893,0,0.800108064258315
"CST3",0.998857972633667,0.941660416834834,0.928758121149681,1.02371822178439,0.887010928029614,1.15742369625647,0.786257275805681,0.907425990511995,1.11584923870938,0.651435141748203,1.42139686658425,1.22777069143698,1.29121169748849,1.02029043806872,0.983207521124291,1.09558652081142,0.674177040933604,1.52504812622033,0.55661639723614,1.38780854446054
"CST4",0,0.888108183576548,0.20049168407854,0.46525420527006,0.613504687473784,0.326770906321692,0,0.471548606493771,0.457913656210396,0,0,0,0,0.379426690500876,0,0,0,0,0,0.800108064258315
"CST6",0,0.125267601202707,0.0841389495772603,0.331575467618481,0.116084296751146,0.915188627104812,0,0.206941605326046,0,0.2477099103893,0,0.702555021732231,0,0,0,0.744201943707837,0.363875538306591,0,0,0
"CTRB1",0.362132527263479,0.0788371782446014,0.1168526091258,0.170620368181702,0.164813651984599,0.144517651521523,0.446039872132831,0.190926291596992,0.299740906154724,0,0,0,0,0,0,0,0,0,0,0
"CTRB2",0.345221825547899,0.168819570523387,0.204378659483663,0.180866773432072,0.129351453063112,0.206409084689394,0.531454443590174,0.196946755286702,0.331340500060815,0,0,0,0,0,0,0.412349228031561,0,0,0,0
"CTRC",1.10639705502393,0.0753650590730199,0.0646097019244909,0,0.142838505832914,0.0908259719609635,0,0,0,0,0,0,0,0,0.360218551893469,0,0,0,0,0
"CTSE",0.166741332803949,0.998255289488233,0.535349403783041,1.03436370867211,0.628058606576848,1.12036021129365,0.388871590204062,0.668070298590035,0.696708947953035,0,0,0,0.565252568089719,0,0,0,0.332125072424448,0.701826080150447,0.492686096908722,0
"CTSG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621728910234966,0,0,0,0,0
"CTSK",0,0.0962555454542051,0.105094886540117,0.20038306063948,0.123693172929092,0.104667692190712,0,0.190243526377499,0,0,0,0,0,0.365843049162618,0,0.412013127356066,0,0.522102981679389,0,0.748738433460893
"CTXN2",0,0,0,0,0,0,0,0,0,0,0,0.702555021732231,0,0,0,0,0,0,0,0
"CUZD1",0.967845382503334,0,0,0.164340937861645,0,0,0,0.0969635179851862,0,0,0,0,0,0,0,0,0,0,0,0
"CX3CR1",0,0,0,0,0,0,0.886009226168677,0,0,0.907976087046866,0,0,0,0,0,0,0,0.502583743388369,0,0
"CXCL11",0,0.178740092229691,0.0812998624790582,0,0.126097929149195,0.186719647832693,0,0.151817827721288,0,0,0,0,0.54161207338232,0.472993914939449,0.323397216427422,0.438368726417513,0,0,0,0
"CXCR3",0,0.0501342901439352,0.065109656515745,0.120036502651261,0,0.254177675037293,0,0,0,0,1.29734434624952,0,0,0,0,0,0.80398122777598,0,0,0
"CXorf21",0,0.069967838125485,0.0539888423264786,0,0,0,0.842842334701149,0,0,0.685157530935086,0.797837196007844,0,0,0.524289602108046,0.323397216427422,0.644139120916064,0,0.429845596043443,0,0
"CXorf36",0,0,0,0,0,0,0,0,0,0,0,0,0.856075525253786,0,0,0,0,0,0,0
"CYYR1",0,0,0,0,0,0,0,0,0,0,0,0,1.04415619327938,0,0,0,0,0,0,0
"DACT1",0,0.0609071799689191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00738990148733
"DCBLD2",0,0.37751211530154,0.373412507957976,0.502960474822207,0.3219659845078,1.10823335458847,0,0.317290213162728,0,0,0,0.702555021732231,0.640554243684404,0.357286473602179,0.563228586579444,0.412349228031561,0,0,0,1.13300833460402
"DIO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908677210452424
"DKK3",0,0,0.0886743382517153,0,0.142055064224633,0.169002225423494,0,0,1.14328029752255,0,0,0,0,0,0,0,0.353544045348331,0,0,1.09240968862978
"DMTN",0,0.382942015592239,0.395303161374445,0.368988068423641,0.409170564937969,0.340957559064632,0,0.497265313089729,0.397856782294487,0,0,0,0,0,0,0,0.450503094491917,0,1.15389892072099,0
"DOCK4",0,0,0.141092137796938,0.103464305662231,0.0867142680655675,0.234288661805578,0.970311727108586,0.119813331688635,0,1.00388417561368,0,0,0.906393390130504,0.997010419128187,0,0.63705313909545,0,0,0,0
"DPCR1",0,1.00738043737455,0.546655588075349,0.781208570970716,1.04763839872884,0.538406890379283,0.463971774783226,1.04031847534498,0,0,0,0,0,0.382537768649589,0,0,0.678269425946891,0.521379125645329,0,0
"DPEP1",0.661403886753533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DSE",0,0.0949062882867182,0.0666579148422835,0.106060793365162,0.144147588316653,0.364325127853124,0.620261582460575,0.180750188236154,0,1.12005981666302,0.800256080248314,0,0,0.822630594376993,0,0.862760343959852,0.325197858434524,0.812214651610976,0,0.73725403178872
"DSG3",0,0,0,0.661663182463008,0.089268256031567,0.594412834479497,0,0.148875115231337,0,0,0,0,0.624747663915927,0,0,0,0,0,0,0
"EBF1",0,0.0710218545841787,0,0.105078242220024,0,0,0,0,0,0,0,0,0.968395273376526,0,0,0,0,0,0,0
"EBF3",0,0,0,0,0,0,0,0,0,0,0,0,0.698064827312333,0,0,0,0,0,0,0
"ECSCR",0,0,0.0648990274752771,0,0,0,0,0,0,0,0,0,1.11303276598073,0,0,0,0,0,0,0
"EDN1",0,0.633944977066206,0.621472912822134,0.771984690748969,0.704577441245963,0.586625995606056,0,1.03347778218267,0,0,0,0,0.448637473123151,0,0,0,0,0,0,0
"EGFL7",0.259735906659788,0,0.0867361359763185,0.131596275925242,0,0.161596976348178,0,0.250488430289237,0,0,0,0,1.14748970959829,0.30227274776014,0,0,0,0,0.341777773194254,0
"EGLN3",0,0.719569970681011,0.649335555103266,0.500299452622715,0.734682456543528,0.245150806819294,0.527666984679079,1.04421379044397,0.288172876564921,0,0.563123893662536,0,0,0,0,0,0,0,0.44822780799748,0
"EIF4A2",0.781630610137811,0.990657230265678,1.01039895085054,0.972386468610583,1.05961550126111,1.10574105907807,0.949109987186298,1.06994005346265,1.15349023476405,1.08656335412474,1.35363877358983,1.32657679251803,0.966181439612085,0.871679904819145,1.01789864649361,1.10382938454506,1.25349078756613,1.11431003577683,0.415816151082969,1.00068317333564
"ELAVL4",0.222191173861479,0,0,0,0,0,0,0,0,0.259436891194371,0,1.22777069143698,0,0,0,0,0,0,0,0
"EMCN",0,0,0,0.105503782558828,0.109145778878373,0,0,0,0,0.267815649160335,0,0,1.28140690367292,0,0,0,0,0,0,0
"EMP1",0,0.876390416974979,0.417110844368067,0.922947972041903,0.722019852769221,1.15781324859503,0,1.02794409919796,0,0,0.429327145676563,0,1.34306423878038,0.835043691783237,0.340181990998312,1.07120453045424,0.502644728233558,0.452673129659977,0,1.20560867392296
"ENPP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721448460547982,0,0,0,0,0
"EPB42",0,0,0,0,0.0732329675821323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555193435942901,0.523820702460173
"EREG",0,0.83584757353114,0.139409473431446,0,0.774117619905318,0,0.35714843845193,0.676258508305107,0.368096226330642,0.454072219079063,0,0,0,0.820625478570358,0,1.22675046319312,0,1.10001505151705,0,0
"ERG",0,0,0,0,0.0939899633826062,0,0,0,0,0,0,0,0.919590518509181,0,0,0,0,0,0,0
"ERP27",0.97487283364461,0,0.0794991071075414,0,0.0727940292748809,0.245938401563766,0,0,0,0.295402455284582,0,0,0,0,0.365309144024108,0,0,0,0,0
"ESAM",0,0.131746988623441,0.116291250726348,0,0.124057812417055,0,0,0.0898211406646246,0,0,0,0,1.30210533639118,0,0,0,0,0,0,0
"F5",0,0.723154330648788,0.992078097393695,0.219875265476167,0.858651228386613,0.128482500510012,0,0.580745299236813,0.340709274578502,0,0,0,0,0,0,0,0.353544045348331,0.857019841534154,0,0
"FABP4",0,0,0,0,0,0,0,0,0,0,0,0,0.812457569992298,0,0,0,0,0,0,0
"FAM105A",0.166741332803949,0,0.102539208568038,0,0,0.109147489782952,0.88164132964278,0,0.272675736404473,0.653355149208597,0.728132783483921,0,0,0.652090255636041,0.323397216427422,0.617168993799073,0.3504252215493,0.469460178854411,0,0
"FAM129C",0,0,0.0457751718160496,0,0,0,0,0,0,0,0.94096392680596,0,0,0,0,0,0,0,0,0
"FAM159B",0,0,0,0,0,0,0,0,0,0,0,0.702555021732231,0,0,0,0,0,0,0,0
"FAM162B",0,0,0,0,0,0,0,0,0,0,0,0.702555021732231,0,0,0,0,0,0,0,0
"FAM3D",0,0.930267915480956,0.773466746449626,0.230807462289747,0.80785477016012,0.130285063360332,0,0.707372802506527,0,0,0,0,0,0,0,0,0,0,0,0
"FAT3",0,0,0.0574764619779358,0,0,0,0,0.0892111017175107,0.955156383843811,0,0,0,0,0,0,0,0,0,0,0
"FCAR",0,0.143662019796741,0.0744068140664195,0.112709556677643,0.11172564303986,0,0,0.129423687922495,0,0,0,0,0,0,0,0,0,1.19759462884154,0,0
"FCGBP",0,1.02720228901926,0.816732504922941,0.205414118906959,1.06378554026017,0.130645660875584,0.994553137643878,0.85285007995637,0,1.11342153659459,0,0,0,0,0.360218551893469,0,0,0,0,0
"FCGR1A",0,0,0.047835994350138,0,0.071675548161065,0,0.941893118428091,0,0,0.987328176741273,0,0,0,0.721735541818717,0,0.737041377245378,0,0.8635760226481,0,0
"FCGR2A",0,0,0.116703312771386,0,0.160844208920614,0.0584158424769682,1.09379023892799,0.0838269348219443,0,0.93047218409746,0,0,0,1.23828507903943,0.689060756831834,1.21150215142486,0,1.4577953726287,0,0
"FCHSD2",0,0.263669342985122,0.301861130409555,0.272213340359384,0.355027915060225,0.309898414240657,0,0.278433330390817,0.545110144453373,0.578930849026053,1.36412097737423,0,0.666175908005162,0.469402846198669,0,0,0,0.526926936185212,0,1.05431039666443
"FCN1",0,0,0,0.0988994048544104,0.088776112371421,0,0,0.148460967437868,0,0,0,0,0,0.557006793036954,0,1.20846881481457,0.338455743902554,1.28874081455399,0,0
"FEV",0,0,0,0,0,0,0,0,0,0,0,0.846305171372108,0,0,0,0,0,0,0,0
"FGA",0.166741332803949,0.678511044834069,1.02419001350517,0.24342639454417,1.04187197161308,0.151569677608789,0,0.66236571972456,0.822580815102441,0,0.429327145676563,0,0,0.354953423736444,0,0,0,0,0,0
"FGF2",0,0.0686344004684578,0.0938413349390538,0.533645543385102,0.10096018398983,0.212979891411729,0,0,0.689701774827325,0,0,0,0.603537814203204,0,0,0,0,0,0,0
"FKBP10",0,0.20176010702625,0.138055362494698,0.178823117502783,0.156892655657188,0.768652635498461,0,0,0,0,0,0,0.954638840065457,0,0,0,0,0,0,0.523820702460173
"FLT3",0,0,0.0794991071075414,0,0.0809705664350995,0.113127055806306,0,0,0,0,0.645703903728526,0,0,0,0,0,0,0,0,0
"FMNL1",0,0.103164104150127,0.0993983604396669,0.141793425313035,0,0.246501913785027,0.9646701197333,0.123124128986917,0,0.851069992503944,0.59359657123058,0,0,0.928708273597501,0.889058110325482,1.21665442736878,1.22831419499131,0.788635640564603,0,0.800108064258315
"FMO1",0,0.0644965602474694,0.093423447825006,0,0.106895294300306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2696567507977
"FMO2",0,0.164252045430139,0.0931481585232569,0,0.609813297332757,0,0,0.607599522108404,0,0,0,0,0,0,0,0,0,0,0,0
"FSCN1",0,0.398189722312155,0.057759992355597,0.949877207990669,0.15146924025325,0.965834218899869,0.805959475717859,0.345095274753451,0,0.713341585543013,0.680292721657449,0,1.21863231525609,0.371811538037329,0.517846879797409,0,0,0,0,1.22161877262613
"FSTL1",0,0.218709537814144,0.151818579193862,0.819503475269419,0.161437300069807,0.894120155589341,0,0.361552623074255,0,0,0.508709597826132,0,0.973930108957207,0,0,0,0,0,0,0.79738002757279
"FXR1",0.166741332803949,0.483916950717614,0.573583437746263,0.983320268672396,0.528473668817414,0.778311695152585,0.541023753985161,0.552195421345518,0.636978538924147,0.661207555799284,0.883360802209555,0,0,0.347737015403991,0.86842474393353,0,0.678007759071041,0,0,0
"FXYD6",0,0.0899104882590934,0,0,0,0,0.45109159486512,0.124829830659362,0.299740906154724,0,1.04956781229873,1.11596305878258,0.58461220911758,0.705971652078864,0,0,0,0.640350589627845,0,1.05431039666443
"GABRA4",0,0,0.162958896252524,0,0.0576206520969342,0,0,0,1.13707447284997,0,0,0,0,0,0,0,0,0,0,0
"GAD2",0,0,0,0,0,0,0,0,0,0,0,1.11677419820429,0,0,0,0,0,0,0,0
"GAL",0,0.0745823276749777,0.0954900403840105,0.483333071370378,0.0910079012380961,0,0,0.0808178257321702,0,0,0,0,0,0,0,0,0,0,0,0
"GAL3ST4",0,0.0776119842433267,0.103155987630578,0,0.156280669006481,0,0.852319446286912,0.149638402877636,0,0.766034313871529,0,0,0,0.87380579224885,0,0,0,0,0,0
"GAPT",0,0.0777735987508142,0.0880411255086828,0,0,0,0.861317233374598,0,0.29603182760741,0.522722479304988,0.854515373480042,0,0,0,0.819597299051824,0.489703178017626,0,0.71135992846516,0,0
"GAS1",0,0,0.0642639908713038,0,0,0,0,0,0,0.236245143763683,0,0,0,0,0,0,0,0,0,1.20144876789011
"GATA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789680973311718,0,0,0,0.503583608668803,0
"GC",0,0.972574508046942,0.946178182256281,0.310393047289183,1.0315141182101,0.310930402522961,0.388871590204062,1.05198235702261,0.230090428514066,0,0,0,0,0,0,0,0,0,0.692433279739704,0
"GCNT3",0,1.00424150322929,1.02004670417971,0.995322424142018,1.05457282486956,0.30816010997583,0.388871590204062,1.06888559356724,0.467652020116138,0,0,0,0,0,0.367603840426119,0.407697096446941,0,0.514897899956014,0,0
"GCSAML",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995870143496744,0,0,0,0,0
"GFI1B",0,0.0665921345108848,0.0978487344798209,0,0.153177659964714,0.0758960180591489,0,0.119752841250825,1.10486796313019,0,0,0,0,0,0.411441647908334,0,0.332076095930715,0,0,0
"GFRA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739111560156341,0,0,0,0,0
"GJA1",0,0.481655762546971,0.244518696047114,0.896256690747216,0.518429381701763,0.203310653170737,0,0.373516644967127,0,0,0,0,1.02063521010455,0,0,0,0,0,0.415816151082969,1.1063927545655
"GJC3",0.383073930414175,0,0,0,0,0,0,0,0.478498928898058,0,0,0,0,0,0,0,0,0,0,0
"GMDS",0,0.97109507499268,0.83541203411821,0.861673831064003,0.885483981116844,0.537811807512388,0,0.576029776933888,0.897259802211619,0.231495695484355,0.490308093154871,0,0.8121945326597,0.369875238321737,0,0,0.626617329554642,0,0.341777773194254,0
"GNAT3",0,0,0,0,0,0,0,0,0.697229786342175,0,0,0,0,0,0,0,0,0,0,0
"GNB4",0,0.0811457013307959,0.0895816049973017,0,0,0.133193591519026,0.965124857526411,0.163665861508245,0,1.07025346097806,0.777765302541809,0,0.889906170007636,0.967694877306069,0.329821222665388,0.946236744823721,0,0.522923005926594,0,0.523820702460173
"GNG13",0,0.0847273134921475,0.0434058384985715,0,0.0986776543635991,0,0,0,1.08606203809746,0,0,0,0,0,0,0,0,0,0,0
"GNLY",0,0.178469595475968,0.132209054140739,0,0,0,0,0,0,0,0,0,0,0,0,0.457634435899926,1.40123493087584,0,0,0
"GOLPH3",0.461964437169037,0.914392221642732,1.02423262598213,0.877909828528109,0.982835999797435,0.852943940780588,0.431650925509066,0.898476393798833,1.16007960932868,0.644867008522065,0,1.16096670033837,0.791640451327325,0.807737640479714,0.388124912959001,0.81742778903243,0.798034888239991,0.662744614203948,0.44822780799748,0.922315353634043
"GP2",1.03485829404554,0.574295530440895,0.424979375812511,0,0.293764533430964,0.104860515974933,0,0.143133142815042,0.412038444222845,0,0,0,0,0,0,0,0.338455743902554,0,0,0
"GPR171",0,0.0777735987508142,0.0758181034051297,0,0,0,0,0.0997989858233716,0,0.218309468484322,0,0,0,0,0,0,1.20354943150982,0,0,0
"GPR34",0,0,0,0,0,0,0.849162515152476,0,0,0.898550795575479,0,0,0,0.658986867674258,0.602844748760198,0,0.378835792913963,0,0,0
"GPR84",0,0,0,0,0,0,0,0,0,0.378943076054531,0,0,0,0.84606798185206,0,0.586361986799877,0,0.874504804479205,0,0
"GPX2",0,1.02649965763057,1.00170095123247,0.896657885693545,1.04015789468932,0.553770781561648,0,1.02004338827087,0.853990808468374,0,0.490308093154871,0,0,0,0,0.412139041312555,0,0,0.44822780799748,0
"GPX4",0.166741332803949,0.640152340655605,0.585105995960934,1.01974337604915,0.688308334566717,0.739395475383811,0.902185635674836,0.842853150095194,0.829962767418845,1.06448329742854,1.10210398903194,0,0.565252568089719,0.964344901977535,0.875770256019889,1.06533032273536,0.667986040846675,0.680023951535803,0.46097373621932,0
"GRAP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867129487412292,0,0.443788445184651,0,0,0
"GRIN2B",0,0,0,0,0.0830399131237861,0.101000364416031,0,0,0.788614902537607,0,0,0,0,0,0,0,0,0,0,0
"GSTP1",0.890205862956453,0.939583105929436,0.972556358418539,0.944093636302296,0.97154501055808,1.1497463215333,1.01098841719948,1.06622244947767,1.16092266765301,0.992977131624302,1.4211108425684,1.22702310065465,1.02601959813929,0.865664714873673,0.786048165999379,1.03821700909253,1.21434914880249,1.13445577230491,0.567266667916481,1.26483904328718
"GUCA1C",0.508579191259667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GZMA",0,0.0900111616991415,0.0992069648052933,0,0,0,0,0.113545853037283,0,0,0,0,0,0,0,0,1.40548664486957,0,0,0
"GZMB",0,0,0,0,0,0,0,0,0,0,1.28451010832951,0,0,0,0,0,1.32043272370884,0,0,0
"HAS1",0,0,0,0,0,0,0,0,0,0.2477099103893,0,0,0,0,0,0,0,0,0,1.06141115508353
"HAVCR2",0,0.122377249452192,0.150359137086696,0,0.125434146412529,0.1818266323618,1.05356713468561,0,0,1.12227207522068,0.986703916876928,0,0,1.12839142830105,0.947972541762025,1.04798272046433,1.04568168678388,0.849397777457652,0,0
"HBA1",0,0.151629306063431,0.180126815548837,0.136197532289766,0.140501407054283,0.14028376001291,0,0.158554423521649,0,0,0,0,0,0,0,0,0.456543024697769,0,0.300687924254794,0
"HBA2",0,0.284960812587069,0.239871673199636,0.259743429650984,0.242857500355552,0.300682037868021,0,0.275620281566849,0,0,0.70724845282728,0,0,0,0,0.421939533175664,0,0,0.295906767279678,0.800108064258315
"HBB",0.555123349206665,0.33825707251492,0.366180540603156,0.288634390433155,0.262119472401228,0.181370133509563,0,0.287301017177221,0.331340500060815,0,0,0,0.45840101697012,0.443718689032751,0.367603840426119,0,0.458813804647647,0.683103787411857,0.256860086154744,0.800108064258315
"HBD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401390857949656,0
"HBM",0,0,0,0,0.0756119537118161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733402805846223,0
"HDC",0,0,0,0,0,0.117294323503819,0,0,0,0,0,0,0,0,0.983607571608512,0,0,0,0,0
"HEPACAM2",0,0.0847273134921475,0.0765983086691156,0,0.146558889429704,0,0,0,1.15988669875788,0,0,1.17332232243941,0,0,0,0,0,0,0,0
"HGNC:18790",0,0,0,0.159132050548086,0,0,0,0,0,0,0,0,0,0,0.934311661736937,0,0,0,0,0
"HLA-DOA",0,0.16491153613425,0.179345496619436,0,0.142436829012947,0,1.01399282272478,0.204223953595428,0,1.12362986997565,0.738376612541223,0,0,0.802744169142534,0,0,0,0,0.44822780799748,0
"HLA-DRB1",0,1.02746236376036,0.997000783002543,0.788857813951692,0.924516811183277,1.00037357664734,0.54743182818044,1.02649191119778,0.741387724692224,0.441003877414493,1.25527907648757,0,1.31983470540027,0.537044727479628,0.509249350118356,0.929137874090176,1.21906938578165,1.48930212242352,0.524307431797921,0
"HLA-DRB5",0,0.986293560983512,0.995920368116903,0.446563886987953,1.06170303286401,0.74303910009012,0.671256759074746,1.07611601478356,0,0.503507217920969,1.30317939283529,0,1.05677460648015,2.67334500902486,0.544480631542677,1.06455463138882,1.00357273942948,1.33288934273267,0.44822780799748,0
"HLX",0,0.04984351192381,0,0,0.0880445860061167,0.0765884997117606,0,0.110690396754573,0,0.379291272945491,0,0,0.62737372812951,0.478215527794808,0,0.407697096446941,0,1.34413384219962,0,0.908677210452424
"HOPX",0,0.105454698343719,0,0,0,0.185983702892508,0,0,0,0,0,0,0,0,0,0,1.22099000013342,0,0,0
"HOXD8",0,0,0.0434058384985715,0,0,0,0,0,0,0,0,0,0.977927140308732,0,0,0,0,0,0,0
"HOXD9",0,0,0,0,0,0.087659474480575,0,0,0,0,0,0,0.854639368831844,0,0,0,0,0,0,0
"HS3ST3A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18975831719074
"HS6ST3",0,0,0,0,0,0,0,0,0,0,0,0.702555021732231,0,0,0,0,0,0,0,0
"HSPB11",0,0.34362335834972,0.341903661266118,0.408964943893636,0.35089744559494,0.473578407498864,0,0.387471212662676,0.348139829237941,0.207313211929572,0.692624990350749,0,0,0.371811538037329,0.538596070943064,0,0.499734023594768,0,0,0
"HSPB6",0,0,0,0,0,0.0830972900590499,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0669873573978
"HTRA3",0,0,0,0,0,0.296477968171157,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39518842185782
"IFI27",0,0.849158668478404,0.930351014962555,0.958938493710753,0.885304257378205,0.70068946016422,0.889989881148667,0.820858889966492,1.1582717988046,0.823316657219119,0.542015699997634,0,1.329170858022,1.11060991413717,0.388124912959001,0.398997791888756,0.574504453921659,0.496717864272576,0.341777773194254,1.26938071303488
"IFI44L",0.40245293645971,1.01999597767273,0.976760649424116,0.514578682539615,1.02808786141993,1.14299854030405,0.934087302188408,1.06958799888188,0.388227689279393,1.07303216106358,1.38734235841197,0.846305171372108,0.84072927214163,1.18114231619358,0.977714822044256,1.12272505752549,0.662371274718094,0.452673129659977,0,0.73725403178872
"IFI6",0.928933489512292,0.676105747779953,1.01680209499588,1.02996860832135,0.765680888996091,0.790911301677501,1.09930531160628,0.827680156795381,0.7610253716366,1.10003616150495,1.01151893719383,1.2063984351561,1.2063796255211,0.932911576885059,1.01130036957265,1.23640444571503,1.14553025363355,0.683103787411857,0.740690468929095,0.933141168130597
"IGSF21",0,0,0,0,0.170610942082748,0,0.414782458671726,0,1.13194579321288,0.869312728927504,0,0,0,0,0,0,0,0,0,0
"IL18RAP",0,0,0,0,0,0.0765884997117606,0,0,0,0,0,0,0,0,0,0,0.316094827128847,1.15720847009959,0,0
"IL1RL1",0,0.071978824888522,0.0539757162904379,0,0,0,0,0,0,0,0,0,0.69689321487524,0,0.881922317014844,0,0,0,0,0
"IL22RA2",0,0,0.0658579760775008,0,0,0,0,0,0,0,0.854642954698598,0,0,0,0,0,0,0,0,0
"IL2RB",0,0.147379619775011,0.0819730372775892,0,0,0,0,0,0,0,0.592667206007622,0,0,0,0.44320785642361,0,1.42853619925422,0,0,0
"IL3RA",0,0.0766945556766454,0.0592285918936314,0,0,0,0,0,0,0.207313211929572,1.39490256070899,0,1.07969804951668,0.888521120887379,0,1.03868061365429,0,0,0,0
"INHA",0.693379247628986,0.108134134605561,0.0799809911059923,0.106060793365162,0.0531116623707064,0,0,0.105318291592674,0,0,0,0,0,0,0,0,0,0,0,0
"INSM1",0,0,0,0,0,0,0,0,0,0,0,0.968377340944164,0,0,0,0,0,0,0,0
"IRF4",0,0.0615680381262457,0,0,0,0,0.511802853713449,0,0,0,1.42310768255747,0,0,0,0,0.412139041312555,0.60350006050649,0,0,0
