"","Acinar_cells","Ductal_terminal_ductal_like","Ductal_CRISP3_high-centroacinar_like","Cancer_clone_A","Ductal_MHC_Class_II","Cancer_clone_B","mDCs_A","Ductal_APOL1_high-hypoxic","Tuft_cells","mDCs_B","pDCs","Endocrine_cells","Endothelial_cells","Macrophages_A","Mast_cells","Macrophages_B","T_cells_&_NK_cells","Monocytes","RBCs","Fibroblasts"
"ROBO4",0,0,0,0,0,0,0,0,0,0,0,0,0.884026786229738,0,0,0,0,0,0,0
"RRAD",0,0.389935364189616,0.0816240840033242,0.112440831080402,0.470206292954887,0.310145696119742,0,0.786870107620343,0,0,0,0,0,0,0,0,0,0,0,0
"RUNDC3A",0,0.136604233097497,0,0.157195417154598,0.156150812825474,0,0,0.220952977167341,0,0,0,0,0,0,0,0,0,0,0.817710015931514,0
"S100A14",0,0.930658767782364,0.87532424558929,1.02318852776729,0.791978292686743,1.10509762025349,0.369096204151724,0.764981246275472,0.803328184166623,0.279233095002523,0,0,0.624747663915927,0,0.388124912959001,0.55173672720507,0.316094827128847,0,0.415816151082969,0
"S100A2",0,0.270107826940073,0.22516262417081,0.375146529794401,0.137271897642209,0.972558430377839,0,0.20942004672545,0,0,0,0,0.960274479790354,0,0,0,0,0,0,0
"S100A4",0,0.308298396646293,0.244124915883245,0.8643321704466,0.282620489693767,0.987850443089675,1.01166930599961,0.339099213632079,0.335947924674643,1.06559119915896,1.32095048224657,0,0.45840101697012,0.970726360268957,1.00640236997735,1.16149082272388,1.40654262941688,1.11060113183749,0,0.826929260481728
"S100A6",0.259735906659788,0.696493669777756,0.692251234826837,0.62027566584153,0.669136139602204,0.666834483433546,0.976938102044476,0.593683482929025,0.985972658131683,0.950640496041072,1.39663656254955,1.1392481563247,1.31432987283063,1.17958529954302,1.02815809618107,1.09777429819314,1.39631497894832,0.974005127765602,1.0063892766305,0.996195686099046
"S100B",0,0,0,0,0,0,0.812070840233291,0,0,0.446651418662005,0.708712359494333,0,0,0,0,0,0,0,0,0
"S100P",0,0.883110407191676,0.351571493483771,1.02787935344896,0.526051805095074,1.15467658017489,0,0.558542009215423,0,0,0,0,0.640554243684404,0.5141351977823,0,0,0,1.20696830563683,0.492686096908722,0
"S1PR1",0,0,0,0,0,0,0,0,0,0,0,0,1.14808438537264,0,0.633498632256411,0,0.477696822551759,0.515238755551684,0,0
"SAA1",0,0.311789063800495,0.170577728837368,0.527393119123827,0.194209240580626,1.02024917902317,0,0.290777543101222,0,0,0,0,0.465091864014007,0.428406425363238,0,0,0,0,0,0
"SAA2",0,0.272878748136319,0.127245538175884,0.42341400407056,0.110222448968065,0.979494427199585,0,0.285436475661152,0,0,0,0,0,0,0,0,0,0,0,0
"SAT1",0.583571025589756,1.03070112307147,1.02532148153101,1.0270588128542,1.01270299028834,1.10024381157326,1.20930712966923,0.79061536496991,1.11982093135197,0.657955921259429,1.17101129137819,0.846305171372108,1.16427358183554,0.565071455140498,0.889502335027326,0.769851712086973,0.959259240567394,0.688013596093492,0.574210019937027,1.17744586050544
"SCEL",0,0.177581332018728,0,0.28177401163062,0.157198293943188,0.806278119657816,0,0.269029727038649,0,0,0,0,0,0,0,0,0,0,0,0
"SCG2",0,0,0.0980619343854043,0,0,0,0,0,0,0,0,1.08323160114126,0,0,0,0,0,0,0,0
"SCG3",0,0,0,0,0,0,0,0,0,0,0,1.04498541741886,0,0,0,0,0,0,0,0
"SCG5",0,0.090781957634093,0,0,0,0,0,0,0,0,0,0.820354149534601,0,0,0,0,0,0,0,0
"SCTR",0,0.122019745460493,0.766736362989261,0.378563206576668,0.252775176921082,0,0,0.246340743967324,0,0,0,0,0,0,0,0,0,0,0.44822780799748,0
"SDC2",0,0.0842131389407914,0.0837099773979016,0,0.143742914385377,0.118424348667287,0.442922088684725,0.0951755240525729,1.14748915279814,0.425317737016862,0,0.846305171372108,0,0.868162455996979,0,1.21624020022617,0,0,0,0
"SELL",0,0.200981838693796,0.232315867164225,0.16835075666826,0.19762127771155,0.140723947739863,0,0,0,0.319803579149294,1.32515048910416,0,0.61386172174677,0.568986068451129,0,0.569291388115062,0.695712108230896,1.24319357427674,0,0
"SELP",0,0,0.0623066586204836,0,0,0,0,0,0,0,0,0,1.02168729882676,0,0,0,0,0,0,0
"SEMA3C",0,0.392382417170918,0.306195090530467,0.226966435407151,0.285003615395936,0.956700982416906,0,0.352982079079424,0,0,0,0,0,0.593326020587559,0,0.490215849045552,0,0.526926936185212,0,0
"SEMA7A",0,0.346795038898391,0.0624955433876831,0.44745909169869,0.259716634145671,1.02998238419186,0.400540848706527,0.496978660938196,0.626993863186791,0.369441447253608,1.16898388980582,0,0.45840101697012,0.366647006864283,0.853722501565265,0,0.428425897324689,0,0,0.826929260481728
"1-Sep",0,0.0950578574921116,0.137368077518707,0,0.0550845147286168,0,0,0.095639696874919,0,0,0,0,0,0,0,0,1.1300579672143,0,0,0
"SERPINA1",0.313841760088247,0.921393979930971,0.709733699693272,0.958207294698609,0.883232992474645,1.12059260721842,0.963446170968928,1.06427094920563,1.10064716147644,1.12320961725528,0.472118968136533,0,0.797805450854943,1.17873769071224,0.360218551893469,1.16702146426938,0.507500795169473,1.5045050308695,0.992368280447647,0.73725403178872
"SERPINA6",0,0.530983284862673,0.827990311225285,0,0.593312307338872,0,0,0.417711316938531,0,0,0,0,0,0,0,0,0,0,0,0
"SERPINB3",0,0.148937814842392,0.244990230154791,0.72546861256291,0.261097071814856,0.170129296355832,0,0.149478140561754,0,0,0,0,0,0,0,0,0,0,0.44822780799748,0
"SERPINB5",0,0.527024280237536,0,0.881918282378698,0.225415386951776,0.92264133806628,0.35714843845193,0.210812658907968,0,0,0.490308093154871,0,0.833746122263588,0,0,0,0,0,0,0
"SERPINE1",0,0.193342114388404,0.0963819593233437,0.366654127895823,0.25562534549182,0.865361482276981,0,0.209561886200989,0,0,0,0,1.1249027318751,0.30227274776014,0,0.506606727317121,0,0,0.341777773194254,0.996413026984058
"SERPINF1",0.32579132916059,0,0.0297035050995612,0,0,0.127293818377086,0.852323536766338,0.10727937746668,0,0.869572205631083,1.38884883855224,0,0,0,0,0,0,0,0,1.31472232431048
"SERPINI2",0.716233126680796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SFRP2",0,0,0,0,0,0.0922619175810686,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23327325188179
"SFRP4",0,0,0,0,0,0,0,0,0.314643231566753,0,0,0,0,0,0,0,0,0,0,1.38838233520515
"SFTA2",0,0.954936501541472,0.613549946648515,0.738413385453487,0.803308703036356,0.973135238804857,0,0.678114539546897,0,0,0,0,0.565252568089719,0.36241197006467,0.367603840426119,0.412349228031561,0,0,0,0
"SH2D6",0,0.0980352977557109,0.152192374934632,0,0.0986776543635991,0.0928655628138221,0,0,0.8663697658302,0,0,0,0,0,0,0,0,0,0,0
"SH2D7",0,0,0.094293844643749,0,0.0830399131237861,0,0,0,1.16076233295622,0,0,0,0,0,0,0,0,0,0,0
"SHD",0,0,0,0,0,0,0,0,0,0,0.748878386953671,0,0,0,0,0,0,0,0,0
"SIT1",0,0,0,0,0,0,0,0,0,0,0.416388193268335,0,0,0.427946152226921,0,0,1.16544115322492,0,0,0
"SLAMF7",0,0.158375799971632,0.0963172101277263,0.172313461964298,0.181540493998867,0.16553888042485,0.400540848706527,0.100189946850641,0,0.255375819330521,1.24158189632505,0,0,0.366647006864283,0,0,0.567832766611688,0,0,0
"SLC12A3",0,0,0,0,0,0,0,0,0,0,0.694468664535343,0,0,0,0,0,0,0,0,0
"SLC18A2",0,0.0562829438803798,0,0,0,0,0,0,0,0,0,0,0,0,0.601436089677813,0,0,0,0,0
"SLC1A3",0,0,0,0,0,0,0.35714843845193,0,0,0.908995638044299,0,0,0,0.664702643572579,0,0.331274262742781,0,0.683705801780207,0,0
"SLC2A12",0,0.314365055039111,0.139233968842018,0.121119779766022,0.293760075271752,0.110319067339077,0,0.250570176731803,0,0,0,0,0,0,0,0,0,0,0,0
"SLC30A8",0,0,0,0,0,0,0,0,0,0,0,1.15995189571547,0,0,0,0,0,0,0,0
"SLC35F3",0.222191173861479,0,0,0,0,0,0,0,0,0,0.693378660212131,0,0,0,0,0,0,0,0,0
"SLC3A1",0,0.356260320618894,0.902990784527579,0.120036502651261,0.618474232694556,0.104920097418186,0,0.454540534526462,0.300034734857419,0,0,0,0,0,0,0,0,0,0,0
"SLC40A1",0,0.894602246254507,1.0251459433544,0.874066417118667,1.00510628824736,0.923339019917846,0.409304786047509,0.836166888128609,0.480793507899898,0.664850586065318,0,0,0,0.562707108167042,0,0,0,0,0,0
"SLC4A1",0,0.175456363909855,0.194248050900242,0.214821623610426,0.0798466057121747,0.156661716657852,0,0.165789692724407,0,0.236245143763683,0,0,0,0,0,0,0,0,1.05575104833834,0
"SLC4A4",0,0.981897952691761,1.00458368135148,0.247202138858145,1.04142594677971,0,0,1.03246857564544,0.840566216616534,0.231495695484355,0,0.702555021732231,0,0,0,0.489703178017626,0.345419901153042,0,0.44822780799748,0
"SLC7A14",0,0,0,0,0,0,0,0,0,0,0,0.702555021732231,0,0,0,0,0,0,0,0
"SLC9A3R1",0.166741332803949,1.02676961419428,0.982427083038483,0.952982465345442,1.06136059856971,0.956997069329137,0.302549616930133,1.08308098628824,0.977222776791094,0.390095573382938,0.909966317395258,0,0,0.423767821574679,0.633448618044262,0,1.03749011431735,0.723456944615792,0.341777773194254,0.523820702460173
"SLCO2B1",0,0.0599136457168299,0.0558788247287886,0.179428267077193,0,0.0976179002970751,1.00237097405262,0,0,1.03543770841505,0.472118968136533,0,0,1.14186940775409,0.360218551893469,0.625355937712204,0,0,0,0
"SLITRK1",0,0,0,0,0,0,0,0,0,0,0,0.702555021732231,0,0,0,0,0,0,0,0
"SMAD9",0,0,0,0,0.130957110539578,0,0,0,0.987870704050616,0,0,0,0,0,0,0,0,0,0,0
"SNCG",0,0.237692855367144,0.153773338201793,0.22158450366982,0.221982566025452,0.997607614916841,0,0,0,0,0,0,0.820429624505725,0,0,0,0,0,0,0
"SOD1",0,0.996420553813932,1.00187291490201,0.980919330483923,0.998422049940248,0.874356151742968,0.815302199700453,1.05568900726274,1.06450082583827,0.778004782116883,1.18488476652585,0,0.91071740541074,0.915041504624315,0.953098739089094,0.412139041312555,1.17192157356041,0.496717864272576,0.415816151082969,0
"SOX17",0,0,0,0,0,0,0,0,0,0,0,0,0.978391991405383,0,0,0,0,0,0,0
"SOX18",0,0,0,0,0.0939899633826062,0,0,0,0,0,0,0,1.18937397632364,0,0,0,0,0,0,0
"SP140",0,0.10366217928536,0.0792654645287301,0,0.109412827947679,0.203036290799549,0.811100094613227,0,0,0,0.70724845282728,0,0,0.437737284526123,0,0.421939533175664,0.531269958511189,0,0,0
"SPARC",0,0,0.099900127443593,0,0.0939899633826062,0,0,0.0994223129727193,0,0,0,0,1.37257567217539,0.433243106872206,0.400738386797231,0,0,0,0,0.609051751197236
"SPARCL1",0,0,0,0,0,0,0,0,0,0,0,0,1.32374197432419,0,0,0,0,0,0,1.13190750081367
"SPI1",0,0.103587932349957,0.107918223591224,0.0764612747302738,0.134982198525969,0.0765884997117606,1.0621889145929,0,0.331340500060815,1.10025260462317,1.14622289111455,0,0,1.1951871932467,0.771480228587561,1.15997070059116,0,1.40407089653911,0,0
"SPIB",0,0.0633521231502541,0.121851126657726,0,0.175414798938686,0.168763196853564,0.400540848706527,0.113096629357115,1.08403983646766,0.303608291553658,1.41828117901095,0,0,0,0,0,0.351366314794595,0,0,0
"SPON1",0,0,0,0,0,0,0,0,0,0,0,0,0.581909874760558,0,0,0,0,0,0,1.23507721944738
"SPP1",0,0.982662405112347,0.960149980102528,0.501234766254209,0.675431889373433,0.39810868594283,0.96860131284889,0.860379484169253,0,1.10432777198434,0.472118968136533,0.702555021732231,1.03416086149384,0.899526401684439,0,1.23434427872206,0.475745683873383,0,0,0
"SPRR3",0,0.929724886327355,0.457797781044336,0.878901188114824,0.882834273186299,0.322656518222499,0,0.861642930990511,0,0,0,0,0,0,0,0,0,0,0,0
"SPX",0.402194804286583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRRM4",0,0,0,0,0,0,0,0,0,0,0,0.962087666035069,0,0,0,0,0,0,0,0
"SSR3",0.647247616941348,0.842344762632996,0.790749764976233,1.03157493808884,0.739341192779179,0.936938470871033,0.918441634794052,0.624254570105586,0.744280752624138,0.729436725714829,1.29634556328991,0,0.815407186165493,0.800793671619203,0.746302985043227,0.798345734903047,0.915211211398541,0.429845596043443,0.341777773194254,0.976492214495144
"STMN2",0,0.0480928514263836,0.0297035050995612,0.11826763460391,0,0,0,0,0,0,0,0.965385625209393,0,0,0,0,0,0,0,0
"STRADB",0,0.387900908144146,0.38469748584045,0.303529591240114,0.402150589648711,0.320973290280469,0,0.279726423616646,0,0.236245143763683,0,0,0,0,0.542905290814477,0.60937213043124,0.289584674850724,0.522102981679389,1.05524173554397,0
"SUCNR1",0,0,0.0586673871299494,0,0,0,0.302549616930133,0.101444833763176,1.13092752793637,0.2477099103893,0,0.962087666035069,0,0.70274668741766,0,0,0,0,0,0
"SULF1",0,0,0.0684387887263438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16471706316465
"SVOPL",0,0,0.0561244352453084,0,0,0.105174650593377,0,0,0,0,0,0,0,0,0.747799200349475,0,0,0,0,0
"SYCN",1.10007640111173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAGLN3",0,0,0,0,0,0,0,0,0,0,0,1.11596305878258,0,0,0,0,0,0,0,0
"TAS1R3",0,0,0,0,0,0.0928655628138221,0,0,0.677443064372584,0,0,0,0,0,0,0,0,0,0,0
"TBC1D10C",0,0,0,0,0,0,0,0,0,0,0.429327145676563,0,0,0,0,0.421939533175664,0.968952271676261,0.51782895979893,0,0
"TCL1A",0,0,0,0,0,0,0,0,0,0,1.10790004200804,0,0,0,0,0,0,0,0,0
"TCN1",0.240569751019595,1.0303902755346,0.696629067395193,0.964061609882936,0.903586032109183,0.766893341453445,0.369096204151724,1.03541372011078,0.591799908677207,0.253806370778795,0.508709597826132,0,0.547934640146587,0.357286473602179,0.365779778371856,0.648736604607965,0.647236184541403,0,0.44822780799748,0
"TCTEX1D1",0,0,0,0,0,0,0.369096204151724,0,0,0,0,0,0.45840101697012,0,0.754386167135903,0,0,0,0,0
"TESC",0.500020103227119,1.0179149729537,0.998933264842877,0.925109102110758,1.03208427784444,0.932282902215143,0.388871590204062,0.809696628999396,1.16076551247154,0.446474341581681,0,0,0.906743285950552,0.442052467575746,0.669443504707957,0,0.813773467621763,0,0.858660417613266,0
"TESPA1",0,0,0,0,0,0.0948691801875835,0,0,0,0.323988415654884,0,0,0,0,1.02878009335081,0,0.564336630048572,0,0,0
"TFEC",0,0.0753148676858625,0.0737990580900925,0,0,0,0,0,0,0.867296053385222,0.496309988020243,0,0,0.817074767872088,0,0,0,0.51447329036541,0,0
"TFF1",0,0.784918371031564,0.761945634198196,0.652011759612371,1.0642836543309,0.624306942325074,0,1.06622068072444,0.564923238240934,0,0.558951583564614,0,0,0.357286473602179,0.411441647908334,0.331274262742781,0.352896965985452,0,0,0
"TFF2",0,0.798381887452005,1.02586314098037,0.557757455643032,0.973039522569711,0.636013582926963,0,0.997346996401365,0.346745267586285,0,0,0,0.465091864014007,0.27774880609744,0,0,0.325197858434524,0.496717864272576,0,0
"TFF3",0.439332398658498,0.669988777905302,0.830299622262844,0.324530309011925,0.92567000440583,0.344910068642933,0.431650925509066,1.02333316585374,1.11463167783276,0.334806072057755,0,0.702555021732231,0.547934640146587,0,0.323397216427422,0,0.74155354600148,0.518266580088342,0,0
"TGM3",0,0.164646267867278,0.0810682181115542,0,0.201664082859642,0,0,0.136372713467079,1.05660496574772,0,0,0,0.681296597947919,0,0,0,0,0,0,0
"THBS1",0.420561362143011,0.230050109562585,0.177425564015226,0.534374759048742,0.117170278518176,1.05872589724911,0.78013778794622,0.339500395541387,0.320791335632605,1.1238355691376,0,0,0.976259685443878,1.38991621492216,0.822405764233801,1.240211895018,0,1.51947640030048,0,1.39584275028322
"THBS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20835396700824
"THY1",0,0,0,0,0,0,0,0,0,0,0,0,0.532344514247655,0,0,0,0,0,0,1.38510856167659
"TIE1",0,0,0.057464245024987,0,0,0.117847065722035,0,0.081851209196297,0,0,0,0,1.29826772250891,0,0.772385339871107,0,0.300667902311387,0,0,0
"TIMP3",0,0.126703514958537,0,0.413837137059466,0.0853408247250312,0.963168478882954,0,0.154451054153097,0.526052871203153,0,0,0,1.1849825501363,0,0.996088216116465,0,0,0,0,1.38566909335065
"TINCR",0,0.0715467612273778,0.0819015274837942,0,0.117784754303862,0,0,0,0.879022032499152,0,0,0,0,0,0,0,0,0,0,0
"TLR10",0,0,0,0,0,0,0.648119703823828,0,0,0.398905813882898,0,0,0,0,0,0,0,0,0,0
"TM4SF1",0.819800906782378,1.0264445862979,0.974228159536355,0.791441277904096,1.05612406659689,0.993901423841809,0.35714843845193,1.00668555612567,1.12122944435337,0.254365766480436,0.55049266328655,0,1.34405594150922,0.58268066788447,0,0.828201454244143,0.508524850806364,0,0.978493014099174,1.07272237026488
"TM4SF4",0.344996164721213,0.69378977499394,0.768919814202998,0.870225467454661,0.718460880871073,0.632399012381953,0.576044519006125,0.711531023978448,0.938542545968865,0.406738449608712,0,1.33671346555899,0.550948646301013,0.5041742980032,0.533138382797416,0.407697096446941,0,0,0.567580818484141,0
"TMCC2",0,0.0658734429953498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.685909936359672,0
"TMED6",0.78944177945322,0,0,0,0.11875079901671,0.0830972900590499,0,0,0.288172876564921,0,0,0,0,0,0,0,0,0,0,0
"TMEM100",0,0,0,0,0,0.122795929482782,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14146251955064
"TMEM196",0,0,0,0,0,0,0,0,0,0,0,0.839321148341826,0,0,0,0,0,0,0,0
"TMEM52",0.5770905562644,0.0778088987126603,0.0684465927375659,0,0.0762933621846368,0.159064448022393,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMOD1",0,0,0,0,0.0860652665603683,0,0,0.0938580839312985,0,0,0,1.15995189571547,0,0,0.329821222665388,0,0,0,0.341777773194254,0
"TOX2",0,0,0,0.0764612747302738,0,0.156298628250177,0,0,0,0,0.682936238390824,0,0,0,0,0,0,0,0,0
"TPH1",0,0,0,0,0,0,0,0,0,0,0,0.702555021732231,0,0,0,0,0,0,0,0
"TPSAB1",0,0.0954531964169283,0.055273527599344,0,0.0846381479874097,0,0,0.117777076137157,0,0,0,0,0,0,0.294653175622469,0,0,0,0,0
"TPSB2",0,0.0682281627954505,0.109592146926673,0,0.114554899109504,0,0,0,0,0,0,0,0,0.231489165145855,0.295266217736502,0,0,0,0,0
"TPSD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873264757381707,0,0,0,0,0
"TPT1",1.07565902330835,0.761893392524475,0.714702467621975,0.866135000508152,0.82841542663888,0.855275328653349,0.636476131054041,0.728751885629871,0.75251950398222,0.564803597944617,0.338634894542816,0.221521954822616,0.561045745774448,2.48358991061571,0.562915886951471,1.17530858128689,0.850935695479617,0.597289690414818,1.29979130759028,0.899422808294705
"TREM2",0,0,0,0,0,0,0.946635698536849,0,0,1.12066374484181,0,0,0,1.09156268758132,0,0.402258644886649,0,0,0,0
"TRIM29",0,0.756621933498186,0.446651997542109,1.03117168874034,0.708557630420868,1.1253707530263,0,0.822384704089,0,0,0,0,0.624747663915927,0,0,0,0.316094827128847,0,0.341777773194254,0
"TRIM58",0,0,0.0453450129950056,0,0,0,0.388871590204062,0.09681314022457,0,0,0,0,0,0,0,0,0,0,1.05878292679919,0
"TRPM5",0,0.0847273134921475,0.0737724100373575,0,0.205403621664368,0,0,0,1.11445216995458,0.281363308791425,0,0,0,0,0,0,0,0,0,0
"TST",0,1.02681259236632,1.01514399556268,0.775361731018371,1.06160451627562,0.813280639615737,0.739354618663709,0.973080206212171,0.846072246906822,0.272415789108408,0,0,0,0.365843049162618,0.329821222665388,0,0,0,0.341777773194254,0
"TWIST2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05431039666443
"TXN",0.571354777846146,0.968888893689515,1.02542968216398,1.03504750879881,1.04712596642064,1.14929431239933,0.785732904182925,1.07038579237943,1.09336658392453,0.648729509778328,1.21018901605692,0.702555021732231,1.13011128176765,1.03478689489053,0.771033959394321,0.796597446429071,1.15614611989829,1.46588109366122,0.415816151082969,1.21021250656185
"UCHL1",0,0.0908176488649212,0,0,0.0684583365122981,0,0.35714843845193,0.0992661871597944,0.41855435336091,0,0,1.17288112674389,0,0,0,0,0,0,0,0
"UGT2B17",0,0.7543831256734,0.905556071692707,0.128572706616586,0.780915438125295,0,0,0.486152546923099,0,0,0,0,0,0,0,0,0,0,0,0
"UTF1",0,0,0,0,0,0,0.596956515730864,0,0,0,0,0,0,0,0,0.398997791888756,0,0,0,0
"VCAN",0,0.481035766638196,0.319921578451514,0.872287024988672,0.332505120109404,0.101243048448737,0,0.195201928735717,0,0.422269546099853,0,0,0,1.06334582973592,0,1.0287222331784,0,1.26022079868554,0,0.766286601122261
"VEGFC",0,0,0,0,0,0.0968715930068039,0,0,0,0,0,0,0.825758244393496,0,0,0,0,0,0,0
"VIPR2",0.435655776203083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VSIG1",0,0.724911205315453,0.273760230344679,0.464804563839687,0.227359456589806,0.330160201523358,0,0.30997710587617,0,0,0,0,0,0,0,0,0,0,0,0
"VSIG4",0,0,0,0,0,0,1.01949663240894,0,0,1.05390305003813,0,0,0,1.12203931513309,0,0.938337190179111,0,0,0,0
"VWF",0,0,0,0,0,0,0,0,0,0,0,0,1.32607984830123,0,0,0,0,0,0,0
"WFDC2",0,0.98723800040859,0.936646029440326,0.854633070330534,1.04456115024868,0.63101436138769,0.590644953588497,1.06814967520752,1.14848064298409,0,0,0.962087666035069,0.427044024768282,0,0,0,0.349928069307923,0,0.341777773194254,0
"WNT10A",0,0,0.047924183383176,0.361605517869681,0,0.849150884492372,0,0,0,0,0,0,0,0.382537768649589,0,0,0,0,0,0
"WNT11",0.40245293645971,0,0,0.152493991682862,0,0.751286129263181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XCL1",0,0.119532556093786,0.0542003452381212,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06615517988642,0,0,0
"XCL2",0,0.119532556093786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05765582229854,0,0,0
"XRCC4",0,0.265107773500229,0.256806194084361,0.711668958353838,0.276447527256657,0.238335793472619,0,0.270554615769925,0,0,0,0,0.448637473123151,0,0,0.412349228031561,0.345829470173594,0.515238755551684,0,0
"ZAP70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07204342310218,0,0,0
"ZNF385D",0,0,0,0,0.135698962238154,0,0,0,0,0,0,0,0.972758403401347,0,0,0,0,0,0,0
"ZNF683",0,0.0900111616991415,0.10500149482269,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22962573188182,0,0,0
